3.0,-25579.014672352267,-2195.0943408415205,-14594.195587315762,-2562.027884878708
3.0505050505050506,-24695.105446404297,-2193.166790900854,-14084.810220510717,-2555.449264627549
3.101010101010101,-23840.01681867759,-2191.163943818996,-13593.331194399383,-2548.6314724829476
3.1515151515151514,-23013.01242013612,-2189.0829901930833,-13119.178390637182,-2541.5667838053155
3.202020202020202,-22213.357576591676,-2186.9210195918663,-12661.785696102677,-2534.247298146197
3.2525252525252526,-21440.321128429514,-2184.6750176058285,-12220.601038028211,-2526.664941968251
3.303030303030303,-20693.177050719587,-2182.3418628622358,-11795.086375485404,-2518.811472107613
3.3535353535353534,-19971.20588940098,-2179.918324011398,-11384.717651944628,-2510.67848004017
3.404040404040404,-19273.696028261344,-2177.4010566912366,-10988.984713256466,-2502.257397015666
3.4545454545454546,-18599.944800501544,-2174.786600478265,-10607.391195026823,-2493.5395001256834
3.505050505050505,-17949.259457785687,-2172.071375834224,-10239.454383053275,-2484.515919373815
3.5555555555555554,-17320.95800878696,-2169.251681058633,-9884.70505015739,-2475.177645817635
3.606060606060606,-16714.369938443197,-2166.323689258979,-9542.687272492538,-2465.5155408538385
3.6565656565656566,-16128.836818329513,-2163.283445351544,-9212.958228121614,-2455.520346718316
3.707070707070707,-15563.712817812986,-2160.1268631074054,-8895.087980434078,-2445.1826982735215
3.757575757575758,-15018.365124963842,-2156.849722259875,-8588.659248744578,-2434.4931361551817
3.808080808080808,-14492.17428550961,-2153.4476656912793,-8293.267168209864,-2423.4421213491883
3.8585858585858586,-13984.534467522588,-2149.9161967191117,-8008.519041014019,-2412.020051268003
3.909090909090909,-13494.853658914699,-2146.2506765034127,-7734.03408059777,-2400.21727739293
3.9595959595959593,-13022.553804295936,-2142.4463215997607,-7469.443150548285,-2388.0241245451366
4.01010101010101,-12567.070887214768,-2138.4982016843705,-7214.388499618692,-2375.4309118434694
4.0606060606060606,-12127.854963337926,-2134.401237480538,-6968.523494211691,-2362.427975401164
4.111111111111111,-11704.370149670725,-2130.150198918298,-6731.51234953704,-2349.0056928065023
4.161616161616162,-11296.09457451096,-2125.7397035620374,-6503.029860537038,-2335.1545094238054
4.212121212121212,-10902.520292442001,-2121.164215343874,-6282.761133572447,-2320.8649665416297
4.262626262626263,-10523.153168313796,-2116.418043643702,-6070.401319755597,-2306.1277313832597
4.313131313131313,-10157.512733830847,-2111.4953427602095,-5865.655350736779,-2290.933628982512
4.363636363636363,-9805.132020059045,-2106.390111820518,-5668.237677658993,-2275.2736759132495
4.414141414141414,-9465.557368881467,-2101.096195179632,-5477.872013922394,-2259.139115845869
4.4646464646464645,-9138.348226172076,-2095.6072833644757,-5294.291082323206,-2242.521456886809
4.515151515151516,-8823.076919215995,-2089.916914620886,-5117.236367070017,-2225.4125106396905
4.565656565656566,-8519.347236575526,-2084.018515478245,-4946.457871109976,-2207.804432907036
4.616161616161616,-8227.243017498906,-2077.906138056517,-4781.713879141548,-2189.6897659319166
4.666666666666667,-7945.850649265783,-2071.5716223104587,-4622.770726632136,-2171.0614820581964
4.717171717171717,-7674.791892201334,-2065.0078929945444,-4469.402575105679,-2151.9130286671775
4.767676767676768,-7413.7001076931265,-2058.2077408907558,-4321.391193912244,-2132.2383742273096
4.818181818181818,-7162.219981556779,-2051.1638296101073,-4178.52574864521,-2112.0320552732355
4.8686868686868685,-6920.00724423431,-2043.8687035390249,-4040.6025963226325,-2091.2892241103
4.919191919191919,-6686.728389013575,-2036.3147970147038,-3907.425087405617,-2070.005697021914
4.96969696969697,-6462.060389361158,-2028.4944448142512,-3778.8033746854103,-2048.1780027402256
5.020202020202021,-6245.690416359427,-2020.3998940416104,-3654.5542290265876,-2025.8034309247323
5.070707070707071,-6037.3155571606885,-2012.023317494738,-3534.500861920927,-2002.8800803815932
5.121212121212121,-5836.642535283191,-2003.3568285918896,-3418.4727547663974,-1979.4069067458474
5.171717171717171,-5643.387433512192,-1994.3924979314038,-3306.305494754869,-1955.3837693427097
5.222222222222222,-5457.275420101542,-1985.1223715525598,-3197.840617221123,-1930.811476940912
5.2727272727272725,-5278.040478914895,-1975.5384909566083,-3092.9254542783037,-1905.691832112181
5.3232323232323235,-5105.4251440955295,-1965.6329149363926,-2991.412989542288,-1880.0276739162107
5.373737373737374,-4939.180239802304,-1955.3977432498398,-2893.1617187245624,-1853.8229186393082
5.424242424242424,-4779.064625511301,-1944.8251421574334,-2798.0355158599236,-1827.0825983291165
5.474747474747475,-4624.844947335778,-1933.9073718256031,-2705.9035049198424,-1799.8128968847439
5.525252525252525,-4476.295395783892,-1922.6368155778105,-2616.639936557066,-1772.021183483971
5.575757575757576,-4333.197470332082,-1911.0060109520407,-2530.1240697187145,-1743.7160431529944
5.626262626262626,-4195.339751157902,-1899.0076824982714,-2446.2400579378996,-1714.9073042590646
5.6767676767676765,-4062.5176783380566,-1886.634776222034,-2364.87683962605,-1685.6060631302328
5.727272727272727,-3934.533338779659,-1873.8804955509538,-2285.928033211115,-1655.8247048187245
5.777777777777778,-3811.195261113584,-1860.7383386703982,-2209.291834925282,-1625.5769215536611
5.828282828282829,-3692.3182187376588,-1847.2021370427083,-2134.870922967052,-1594.8777254342926
5.878787878787879,-3577.723041153018,-1833.266094892429,-2062.5723601651407,-1563.743462131581
5.929292929292929,-3467.2364336915193,-1818.924829408318,-1992.3075050087782,-1532.1918167402332
5.979797979797979,-3360.690805681756,-1804.1734113823825,-1923.9919230790224,-1500.2418187017297
